step,timestamp,encoder,SIN_P,COS_P,SIN_N,COS_N,cycle,direction,theta,alpha,angle_error,ideal_tmp,actual_tmp,IND
49,8:43:10,-612,9946,10454,16537,16013,2,CCW,84.384,84.29150909,-0.09249091,10.7142623,22.62509836,244
50,8:43:10,-628,9698,10785,16798,15675,2,CCW,78.732,78.52745923,-0.204540768,10.55227869,22.62322951,245
51,8:43:10,-610,9484,11123,17011,15323,2,CCW,73.242,72.97371292,-0.268287084,10.55227869,22.62322951,246
52,8:43:10,-629,9293,11500,17190,14955,2,CCW,67.581,67.29738453,-0.283615467,10.55227869,22.62322951,247
53,8:43:11,-625,9151,11891,17338,14566,2,CCW,61.956,61.64002365,-0.315976347,10.55227869,22.62322951,248
54,8:43:11,-632,9052,12295,17449,14159,2,CCW,56.268,55.96734545,-0.300654548,10.39029508,22.62136066,249
55,8:43:11,-616,8987,12694,17498,13756,2,CCW,50.724,50.50333185,-0.220668152,10.39029508,22.62136066,250
56,8:43:12,-622,8968,13110,17518,13353,2,CCW,45.126,44.99002983,-0.135970174,10.39029508,22.62136066,251
57,8:43:12,-612,8999,13511,17500,12949,2,CCW,39.618,39.58497995,-0.03302005,10.22831148,22.6194918,252
58,8:43:12,-630,9067,13918,17437,12536,2,CCW,33.948,34.03171293,0.083712929,10.22831148,22.6194918,253
59,8:43:13,-631,9167,14324,17319,12135,2,CCW,28.269,28.45160605,0.182606046,10.22831148,22.6194918,254
60,8:43:13,-611,9314,14717,17179,11754,2,CCW,22.77,22.94476214,0.174762137,10.06632787,22.61762295,255
61,8:43:13,-639,9513,15104,16996,11366,2,CCW,17.019,17.18429705,0.165297054,10.06632787,22.61762295,256
62,8:43:13,-625,9735,15464,16766,11005,2,CCW,11.394,11.50806032,0.11406032,10.06632787,22.61762295,257
63,8:43:14,-631,9992,15820,16511,10671,2,CCW,5.715,5.770044158,0.055044158,10.06632787,22.61762295,258
64,8:43:14,-623,10276,16125,16219,10344,2,CCW,0.108,0.057926665,-0.050073335,9.904344262,22.6157541,259
0,8:43:19,17,10322,16179,16269,10372,3,CW,0.153,-0.025411917,-0.178411917,9.904344262,22.6157541,260
1,8:43:19,585,10034,15874,16536,10677,3,CW,5.418,5.472163637,0.054163637,9.09442623,22.60640984,261
2,8:43:19,620,9777,15540,16796,11017,3,CW,10.998,11.12969592,0.131695919,9.09442623,22.60640984,262
3,8:43:20,631,9561,15176,17040,11379,3,CW,16.677,16.84656136,0.169561358,9.09442623,22.60640984,263
4,8:43:20,633,9362,14791,17224,11766,3,CW,22.374,22.5777913,0.203791295,8.932442623,22.60454098,264
5,8:43:20,618,9206,14402,17363,12149,3,CW,27.936,28.07553455,0.139534553,8.932442623,22.60454098,265
6,8:43:21,631,9098,13985,17485,12555,3,CW,33.615,33.7621642,0.147164196,8.932442623,22.60454098,266
7,8:43:21,625,9030,13573,17553,12963,3,CW,39.24,39.30295138,0.062951382,8.770459016,22.60267213,267
8,8:43:21,634,9001,13165,17579,13386,3,CW,44.946,44.86597298,-0.080027022,8.770459016,22.60267213,268
9,8:43:22,605,9013,12762,17559,13780,3,CW,50.391,50.2097719,-0.181228096,8.770459016,22.60267213,269
10,8:43:22,620,9076,12353,17505,14178,3,CW,55.971,55.69269272,-0.278307284,8.60847541,22.60080328,270
11,8:43:22,623,9175,11959,17406,14590,3,CW,61.578,61.29335655,-0.28464345,8.60847541,22.60080328,271
12,8:43:22,625,9311,11567,17256,14974,3,CW,67.203,66.8963987,-0.306601301,8.60847541,22.60080328,272
13,8:43:23,636,9499,11189,17080,15351,3,CW,72.927,72.59626549,-0.330734508,8.60847541,22.60080328,273
14,8:43:23,607,9716,10845,16872,15705,3,CW,78.39,78.16923657,-0.220763427,8.446491803,22.59893443,274
15,8:43:23,633,9963,10509,16609,16044,3,CW,84.087,83.95031339,-0.136686606,8.446491803,22.59893443,275
16,8:43:24,625,10250,10202,16334,16353,3,CW,89.712,89.65272531,-0.059274686,8.446491803,22.59893443,276
17,8:43:24,615,10558,9922,16026,16621,3,CW,95.247,95.28933371,0.042333711,8.284508197,22.59706557,277
18,8:43:24,611,10886,9686,15692,16876,3,CW,100.746,100.916493,0.170493005,8.284508197,22.59706557,278
19,8:43:24,623,11242,9476,15338,17096,3,CW,106.353,106.5670891,0.214089142,8.284508197,22.59706557,279
20,8:43:25,630,11625,9289,14952,17263,3,CW,112.023,112.3105744,0.287574366,8.284508197,22.59706557,280
21,8:43:25,621,12019,9158,14572,17410,3,CW,117.612,117.8689792,0.256979198,8.12252459,22.59519672,281
22,8:43:25,630,12419,9065,14160,17514,3,CW,123.282,123.4903008,0.208300787,8.12252459,22.59519672,282
23,8:43:26,615,12828,9015,13765,17571,3,CW,128.817,128.9241879,0.107187891,8.12252459,22.59519672,283
24,8:43:26,626,13238,8997,13347,17572,3,CW,134.451,134.4535912,0.002591248,7.960540984,22.59332787,284
25,8:43:26,608,13646,9034,12934,17554,3,CW,139.923,139.933372,0.010372016,7.960540984,22.59332787,285
26,8:43:26,625,14059,9110,12526,17486,3,CW,145.548,145.4691854,-0.078814558,7.960540984,22.59332787,286
27,8:43:27,619,14465,9222,12124,17365,3,CW,151.119,151.0459045,-0.07309549,7.960540984,22.59332787,287
28,8:43:27,617,14859,9380,11738,17225,3,CW,156.672,156.5829307,-0.089069328,7.798557377,22.59145902,288
29,8:43:27,632,15238,9580,11348,17037,3,CW,162.36,162.2916159,-0.068384139,7.798557377,22.59145902,289
30,8:43:28,622,15603,9805,10989,16800,3,CW,167.958,167.9873169,0.029316909,7.798557377,22.59145902,290
31,8:43:28,631,15954,10068,10645,16541,3,CW,173.637,173.757085,0.12008504,7.63657377,22.58959016,291
32,8:43:28,621,16256,10360,10324,16253,3,CW,179.226,179.4089169,0.182916886,7.63657377,22.58959016,292
33,8:43:29,612,16541,10672,10038,15942,3,CW,184.734,185.02389,0.289890007,7.63657377,22.58959016,293
34,8:43:29,620,16808,11013,9782,15598,3,CW,190.314,190.7499087,0.435908712,7.474590164,22.58772131,294
35,8:43:29,629,17035,11375,9549,15234,3,CW,195.975,196.4572979,0.482297869,7.474590164,22.58772131,295
36,8:43:29,632,17225,11763,9355,14853,3,CW,201.663,202.1665286,0.503528557,7.474590164,22.58772131,296
37,8:43:30,617,17381,12154,9212,14469,3,CW,207.216,207.6875892,0.471589235,7.474590164,22.58772131,297
38,8:43:30,632,17501,12562,9100,14056,3,CW,212.904,213.3622047,0.458204699,7.312606557,22.58585246,298
39,8:43:30,627,17557,12968,9022,13643,3,CW,218.547,218.8958635,0.34886353,7.312606557,22.58585246,299
40,8:43:31,640,17585,13388,8998,13225,3,CW,224.307,224.5116715,0.204671504,7.312606557,22.58585246,300
41,8:43:31,606,17586,13792,9023,12826,3,CW,229.761,229.8997305,0.138730455,7.150622951,22.58398361,301
42,8:43:31,625,17517,14195,9073,12420,3,CW,235.386,235.4064715,0.020471534,7.150622951,22.58398361,302
43,8:43:31,633,17408,14600,9170,12014,3,CW,241.083,241.0676226,-0.015377361,7.150622951,22.58398361,303
44,8:43:32,626,17280,14988,9321,11626,3,CW,246.717,246.6703511,-0.046648929,7.150622951,22.58398361,304
45,8:43:32,640,17098,15364,9505,11245,3,CW,252.477,252.4052952,-0.071704751,6.988639344,22.58211475,305
46,8:43:32,620,16877,15719,9713,10894,3,CW,258.057,258.0578138,0.000813828,6.988639344,22.58211475,306
47,8:43:33,636,16624,16062,9975,10556,3,CW,263.781,263.9128411,0.131841125,6.988639344,22.58211475,307
48,8:43:33,629,16311,16336,10242,10221,3,CW,269.442,269.6901002,0.248100227,6.826655738,22.5802459,308
49,8:43:33,620,16025,16634,10560,9965,3,CW,275.022,275.3210701,0.299070147,6.826655738,22.5802459,309
50,8:43:34,624,15685,16882,10892,9715,3,CW,280.638,281.0552567,0.417256746,6.826655738,22.5802459,310
51,8:43:34,625,15332,17086,11252,9496,3,CW,286.263,286.7234122,0.460412179,6.664672131,22.57837705,311
52,8:43:34,636,14954,17268,11637,9320,3,CW,291.987,292.465689,0.478688954,6.664672131,22.57837705,312
53,8:43:34,627,14560,17410,12019,9188,3,CW,297.63,298.0485674,0.41856744,6.664672131,22.57837705,313
54,8:43:35,636,14150,17497,12428,9083,3,CW,303.354,303.7303063,0.376306281,6.664672131,22.57837705,314
55,8:43:35,620,13756,17546,12837,9029,3,CW,308.934,309.176823,0.242823042,6.502688525,22.5765082,315
56,8:43:35,639,13343,17565,13250,9023,3,CW,314.685,314.716221,0.031221009,6.502688525,22.5765082,316
57,8:43:36,617,12926,17536,13650,9053,3,CW,320.238,320.1880684,-0.049931621,6.502688525,22.5765082,317
58,8:43:36,631,12527,17461,14073,9123,3,CW,325.917,325.7488625,-0.168137547,6.340704918,22.57463934,318
59,8:43:36,627,12123,17341,14475,9241,3,CW,331.56,331.3377332,-0.222266815,6.340704918,22.57463934,319
60,8:43:36,620,11729,17187,14852,9395,3,CW,337.14,336.8600542,-0.279945764,6.340704918,22.57463934,320
61,8:43:37,638,11342,16982,15239,9583,3,CW,342.882,342.6361888,-0.2458112,6.340704918,22.57463934,321
62,8:43:37,624,10990,16761,15609,9813,3,CW,348.498,348.3010716,-0.196928358,6.178721311,22.57277049,322
63,8:43:37,648,10639,16495,15953,10084,3,CW,354.33,354.1459934,-0.18400659,6.178721311,22.57277049,323
64,8:43:38,622,10317,16196,16261,10369,3,CW,359.928,359.8653249,-0.062675066,6.178721311,22.57277049,324
0,8:43:41,2,10283,16139,16205,10337,3,CCW,359.946,359.8818838,-0.064116166,6.016737705,22.57090164,325
1,8:43:41,-586,10581,16416,15915,10058,3,CCW,354.672,354.4748142,-0.197185808,5.530786885,22.56529508,326
2,8:43:42,-633,10922,16675,15576,9793,3,CCW,348.975,348.7400986,-0.234901437,5.530786885,22.56529508,327
3,8:43:42,-625,11279,16912,15217,9570,3,CCW,343.35,343.0561471,-0.293852899,5.368803279,22.56342623,328
4,8:43:42,-634,11652,17113,14835,9372,3,CCW,337.644,337.3586489,-0.285351145,5.368803279,22.56342623,329
5,8:43:43,-618,12047,17267,14456,9216,3,CCW,332.082,331.794903,-0.287096984,5.368803279,22.56342623,330
6,8:43:43,-636,12431,17358,14019,9083,3,CCW,326.358,326.1029408,-0.255059222,5.206819672,22.56155738,331
7,8:43:43,-631,12853,17465,13628,9025,3,CCW,320.679,320.5534102,-0.125589846,5.206819672,22.56155738,332
8,8:43:43,-631,13275,17503,13225,8988,3,CCW,315,315.0030802,0.003080154,5.206819672,22.56155738,333
9,8:43:44,-616,13676,17493,12826,8996,3,CCW,309.456,309.6246473,0.168647342,5.206819672,22.56155738,334
10,8:43:44,-625,14072,17446,12412,9049,3,CCW,303.831,304.1181775,0.287177494,5.044836066,22.55968852,335
11,8:43:44,-637,14482,17360,12011,9144,3,CCW,298.098,298.490577,0.392577028,5.044836066,22.55968852,336
12,8:43:45,-626,14881,17228,11629,9277,3,CCW,292.464,292.882425,0.418425042,5.044836066,22.55968852,337
13,8:43:45,-642,15263,17052,11244,9457,3,CCW,286.686,287.1074578,0.421457843,4.882852459,22.55781967,338
14,8:43:45,-619,15605,16842,10882,9662,3,CCW,281.115,281.5046013,0.389601284,4.882852459,22.55781967,339
15,8:43:46,-634,15956,16603,10554,9913,3,CCW,275.409,275.748033,0.339033027,4.882852459,22.55781967,340
16,8:43:46,-630,16187,16238,10186,10137,3,CCW,269.739,269.9563378,0.217337811,4.720868852,22.55595082,341
17,8:43:46,-617,16548,16028,9957,10496,3,CCW,264.186,264.3054938,0.119493814,4.720868852,22.55595082,342
18,8:43:46,-629,16800,15699,9704,10830,3,CCW,258.525,258.5699752,0.044975185,4.720868852,22.55595082,343
19,8:43:47,-625,17019,15341,9487,11173,3,CCW,252.9,252.9001154,0.000115363,4.720868852,22.55595082,344
20,8:43:47,-639,17213,14968,9300,11560,3,CCW,247.149,247.081826,-0.067174003,4.558885246,22.55408197,345
21,8:43:47,-629,17342,14577,9148,11947,3,CCW,241.488,241.4429478,-0.045052218,4.558885246,22.55408197,346
22,8:43:48,-638,17449,14171,9046,12349,3,CCW,235.746,235.775191,0.029190953,4.558885246,22.55408197,347
23,8:43:48,-622,17520,13768,8991,12757,3,CCW,230.148,230.226942,0.078941982,4.396901639,22.55221311,348
24,8:43:48,-625,17532,13358,8967,13170,3,CCW,224.523,224.6824282,0.159428189,4.396901639,22.55221311,349
25,8:43:48,-617,17504,12954,8989,13575,3,CCW,218.97,219.2459433,0.275943308,4.396901639,22.55221311,350
26,8:43:49,-630,17450,12544,9063,13985,3,CCW,213.3,213.6943815,0.394381501,4.396901639,22.55221311,351
27,8:43:49,-633,17330,12134,9165,14384,3,CCW,207.603,208.0975375,0.494537529,4.234918033,22.55034426,352
28,8:43:49,-612,17178,11755,9308,14775,3,CCW,202.095,202.600978,0.505977989,4.234918033,22.55034426,353
29,8:43:50,-640,16992,11366,9504,15161,3,CCW,196.335,196.8424696,0.507469637,4.234918033,22.55034426,354
30,8:43:50,-623,16777,11002,9731,15521,3,CCW,190.728,191.1907364,0.462736398,4.072934426,22.54847541,355
31,8:43:50,-631,16517,10661,9988,15875,3,CCW,185.049,185.4223163,0.373316271,4.072934426,22.54847541,356
32,8:43:51,-622,16217,10338,10271,16183,3,CCW,179.451,179.7013433,0.250343277,4.072934426,22.54847541,357
33,8:43:51,-606,15921,10057,10587,16468,3,CCW,173.997,174.1474787,0.150478664,3.91095082,22.54660656,358
34,8:43:51,-626,15574,9787,10920,16725,3,CCW,168.363,168.4183754,0.055375442,3.91095082,22.54660656,359
35,8:43:51,-621,15211,9558,11277,16956,3,CCW,162.774,162.7325995,-0.041400482,3.91095082,22.54660656,360
36,8:43:52,-629,14839,9365,11669,17156,3,CCW,157.113,157.018463,-0.094537026,3.91095082,22.54660656,361
37,8:43:52,-618,14448,9197,12052,17298,3,CCW,151.551,151.4747242,-0.076275837,3.748967213,22.5447377,362
38,8:43:52,-629,14038,9084,12458,17423,3,CCW,145.89,145.8212045,-0.068795462,3.748967213,22.5447377,363
39,8:43:53,-618,13626,9008,12865,17494,3,CCW,140.328,140.2778289,-0.050171068,3.748967213,22.5447377,364
40,8:43:53,-626,13211,8965,13278,17509,3,CCW,134.694,134.7317961,0.037796143,3.586983607,22.54286885,365
41,8:43:53,-605,12822,8980,13688,17517,3,CCW,129.249,129.383362,0.134361974,3.586983607,22.54286885,366
42,8:43:53,-618,12407,9029,14084,17462,3,CCW,123.687,123.890267,0.203266999,3.586983607,22.54286885,367
43,8:43:54,-632,12005,9116,14492,17361,3,CCW,117.999,118.2809188,0.281918833,3.586983607,22.54286885,368
44,8:43:54,-617,11621,9249,14883,17227,3,CCW,112.446,112.7279754,0.281975436,3.425,22.541,369
45,8:43:54,-631,11229,9423,15252,17045,3,CCW,106.767,107.011568,0.244568027,3.425,22.541,370
46,8:43:55,-615,10878,9634,15611,16843,3,CCW,101.232,101.4032623,0.171262285,3.425,22.541,371
47,8:43:55,-627,10551,9878,15960,16596,3,CCW,95.589,95.68448999,0.095489993,3.425,22.541,372
48,8:43:55,-622,10229,10145,16258,16309,3,CCW,89.991,89.98337058,-0.007629418,3.262,22.39206667,373
49,8:43:56,-615,9951,10456,16542,16018,3,CCW,84.456,84.33365437,-0.122345629,3.262,22.39206667,374
50,8:43:56,-621,9698,10779,16793,15679,3,CCW,78.867,78.63026974,-0.23673026,3.262,22.39206667,375
51,8:43:56,-615,9484,11122,17011,15327,3,CCW,73.332,73.03104753,-0.300952465,3.099,22.24313333,376
52,8:43:56,-629,9294,11498,17190,14958,3,CCW,67.671,67.35923104,-0.311768964,3.099,22.24313333,377
53,8:43:57,-624,9152,11887,17336,14571,3,CCW,62.055,61.73261961,-0.322380388,3.099,22.24313333,378
54,8:43:57,-632,9052,12288,17446,14161,3,CCW,56.367,56.05953408,-0.307465923,3.099,22.24313333,379
55,8:43:57,-617,8988,12689,17504,13760,3,CCW,50.814,50.58776874,-0.226231259,2.936,22.0942,380
56,8:43:58,-622,8967,13108,17520,13358,3,CCW,45.216,45.06476953,-0.151230468,2.936,22.0942,381
57,8:43:58,-613,8993,13505,17496,12946,3,CCW,39.699,39.6339831,-0.065016901,2.936,22.0942,382
58,8:43:58,-626,9069,13922,17447,12548,3,CCW,34.065,34.12077381,0.055773814,2.773,21.94526667,383
59,8:43:58,-629,9167,14323,17326,12143,3,CCW,28.404,28.54877216,0.144772162,2.773,21.94526667,384
60,8:43:59,-614,9314,14712,17182,11758,3,CCW,22.878,23.03431619,0.156316192,2.773,21.94526667,385
61,8:43:59,-639,9507,15096,16993,11366,3,CCW,17.127,17.26642146,0.139421465,2.773,21.94526667,386
62,8:43:59,-625,9729,15460,16771,11009,3,CCW,11.502,11.61692818,0.114928184,2.61,21.79633333,387
63,8:44:00,-633,9989,15819,16514,10671,3,CCW,5.805,5.823526246,0.018526246,2.61,21.79633333,388
64,8:44:00,-626,10271,16123,16218,10342,3,CCW,0.171,0.098956988,-0.072043012,2.61,21.79633333,389
0,8:44:05,20,10319,16182,16276,10373,4,CW,0.18,0.00298123,-0.17701877,2.447,21.6474,390
1,8:44:05,586,10033,15881,16545,10680,4,CW,5.454,5.485992751,0.031992751,2.447,21.6474,391
2,8:44:05,625,9770,15536,16802,11022,4,CW,11.079,11.22180796,0.142807961,1.632,20.90273333,392
3,8:44:06,628,9554,15170,17037,11381,4,CW,16.731,16.9028211,0.171821099,1.632,20.90273333,393
4,8:44:06,634,9363,14787,17234,11771,4,CW,22.437,22.65369748,0.216697481,1.632,20.90273333,394
5,8:44:06,615,9207,14403,17377,12160,4,CW,27.972,28.16284535,0.190845348,1.469,20.7538,395
6,8:44:07,632,9094,13983,17488,12561,4,CW,33.66,33.8242147,0.164214702,1.469,20.7538,396
7,8:44:07,627,9027,13569,17555,12965,4,CW,39.303,39.34826809,0.045268095,1.469,20.7538,397
8,8:44:07,631,9000,13161,17586,13392,4,CW,44.982,44.93552687,-0.046473135,1.306,20.60486667,398
9,8:44:07,607,9015,12766,17574,13792,4,CW,50.445,50.25764835,-0.187351647,1.306,20.60486667,399
10,8:44:08,621,9075,12351,17510,14186,4,CW,56.034,55.75546935,-0.278530645,1.306,20.60486667,400
11,8:44:08,623,9179,11956,17416,14602,4,CW,61.641,61.3834026,-0.257597404,1.306,20.60486667,401
12,8:44:08,626,9310,11565,17261,14979,4,CW,67.275,66.93002286,-0.344977135,1.143,20.45593333,402
13,8:44:09,632,9498,11182,17081,15354,4,CW,72.963,72.65525573,-0.307744269,1.143,20.45593333,403
14,8:44:09,611,9714,10837,16875,15710,4,CW,78.462,78.2289767,-0.2330233,1.143,20.45593333,404
15,8:44:09,633,9964,10504,16610,16050,4,CW,84.159,84.01305653,-0.145943467,0.98,20.307,405
16,8:44:10,624,10250,10195,16327,16357,4,CW,89.775,89.74386431,-0.031135685,0.98,20.307,406
17,8:44:10,611,10561,9921,16031,16628,4,CW,95.274,95.31681438,0.042814381,0.98,20.307,407
18,8:44:10,619,10895,9679,15693,16885,4,CW,100.845,101.0249924,0.1799924,0.817,20.15806667,408
19,8:44:10,618,11239,9468,15330,17095,4,CW,106.407,106.6212454,0.214245425,0.817,20.15806667,409
20,8:44:11,632,11625,9287,14955,17269,4,CW,112.095,112.3136377,0.218637691,0.817,20.15806667,410
21,8:44:11,619,12022,9155,14572,17415,4,CW,117.666,117.9043872,0.23838718,0.817,20.15806667,411
22,8:44:11,631,12431,9065,14160,17524,4,CW,123.345,123.5821824,0.237182393,0.654,20.00913333,412
23,8:44:12,614,12824,9006,13753,17566,4,CW,128.871,128.9793029,0.108302909,0.654,20.00913333,413
24,8:44:12,626,13250,8999,13350,17585,4,CW,134.505,134.5132939,0.00829391,0.654,20.00913333,414
25,8:44:12,606,13647,9031,12934,17556,4,CW,139.959,139.9358887,-0.023111279,0.491,19.8602,415
26,8:44:12,627,14061,9108,12524,17490,4,CW,145.602,145.4868872,-0.115112777,0.491,19.8602,416
27,8:44:13,618,14475,9222,12121,17372,4,CW,151.164,151.1149983,-0.049001712,0.491,19.8602,417
28,8:44:13,620,14864,9376,11734,17226,4,CW,156.744,156.6256308,-0.118369219,0.491,19.8602,418
29,8:44:13,633,15247,9581,11345,17040,4,CW,162.441,162.3561898,-0.084810174,0.328,19.71126667,419
30,8:44:14,621,15606,9803,10981,16802,4,CW,168.03,168.0346404,0.00464038,0.328,19.71126667,420
31,8:44:14,631,15962,10069,10640,16540,4,CW,173.709,173.8340876,0.125087551,0.328,19.71126667,421
32,8:44:14,617,16270,10360,10317,16255,4,CW,179.262,179.5006067,0.238606732,0.165,19.56233333,422
33,8:44:15,610,16550,10675,10035,15948,4,CW,184.752,185.0624773,0.310477275,0.165,19.56233333,423
34,8:44:15,627,16810,11013,9773,15592,4,CW,190.395,190.8280613,0.433061303,0.165,19.56233333,424
35,8:44:15,626,17049,11383,9551,15240,4,CW,196.029,196.5113327,0.482332729,0.002,19.4134,425
36,8:44:15,634,17226,11764,9346,14849,4,CW,201.735,202.2282167,0.493216721,0.002,19.4134,426
37,8:44:16,614,17395,12159,9210,14468,4,CW,207.261,207.7619876,0.500987644,0.002,19.4134,427
38,8:44:16,634,17497,12562,9092,14047,4,CW,212.967,213.4333082,0.466308151,0.002,19.4134,428
39,8:44:16,628,17560,12974,9018,13641,4,CW,218.619,218.9603391,0.341339053,-0.161,19.26446667,429
40,8:44:17,636,17585,13392,8991,13222,4,CW,224.343,224.5650779,0.222077857,-0.161,19.26446667,430
41,8:44:17,608,17580,13789,9014,12816,4,CW,229.815,229.9512545,0.13625451,-0.161,19.26446667,431
42,8:44:17,623,17526,14197,9070,12416,4,CW,235.422,235.4357997,0.013799674,-0.324,19.11553333,432
43,8:44:17,634,17411,14606,9169,12013,4,CW,241.128,241.1102385,-0.017761544,-0.324,19.11553333,433
44,8:44:18,627,17276,14990,9315,11615,4,CW,246.771,246.7507766,-0.020223352,-0.324,19.11553333,434
45,8:44:18,640,17092,15367,9500,11232,4,CW,252.531,252.5073792,-0.023620776,-0.324,19.11553333,435
46,8:44:18,621,16877,15725,9714,10889,4,CW,258.12,258.1253161,0.005316095,-0.487,18.9666,436
47,8:44:19,636,16626,16066,9974,10549,4,CW,263.844,263.9571724,0.113172374,-0.487,18.9666,437
48,8:44:19,629,16314,16346,10245,10217,4,CW,269.505,269.7552702,0.250270208,-0.487,18.9666,438
49,8:44:19,616,16032,16646,10564,9963,4,CW,275.049,275.3615036,0.312503568,-0.65,18.81766667,439
50,8:44:20,628,15688,16895,10899,9713,4,CW,280.701,281.1286221,0.427622056,-0.65,18.81766667,440
51,8:44:20,623,15336,17096,11255,9495,4,CW,286.308,286.7447483,0.436748321,-0.65,18.81766667,441
52,8:44:20,638,14960,17271,11635,9316,4,CW,292.05,292.4240409,0.374040904,-0.813,18.66873333,442
53,8:44:20,626,14560,17414,12023,9182,4,CW,297.684,298.0830573,0.399057285,-0.813,18.66873333,443
